Time,SolarGeneration(MW), Air_Density(kg/m³), CloudCover, Humidity(%RH), Precipitaion(mm), Temperature(°C), WindSpeed(km/h),Surface_Pressure(hPa), Direct_radiation(W/m²)
8/18/2022 5:00,1110,1.18,0.05,84,0,22.8,7,1004,338
8/18/2022 5:15,1180,1.18,0.1,81,0,24.1,7.8,1004,360
8/18/2022 5:30,1470,1.18,0.2,83,0,23.2,8.1,1004,445
8/18/2022 5:45,1340,1.17,0.23,78,0,24.6,8.4,1004,415
8/18/2022 6:00,1520,1.17,0.26,77,0,24.9,8.5,1004,476
8/18/2022 6:15,1740,1.17,0.11,67,0,25.1,8.9,1004,532
8/18/2022 6:30,1810,1.17,0.23,66,0,25.5,8.5,1004,561
8/18/2022 6:45,1620,1.17,0.12,70,0,25.8,8.8,1004,498
8/18/2022 7:00,2010,1.17,0.03,62,0,26.9,9,1004,624
8/18/2022 7:15,2250,1.16,0.01,55,0,29.1,9.1,1004,709
8/18/2022 7:30,2160,1.17,0.02,53,0,26.9,9,1004,670
8/18/2022 7:45,2020,1.16,0.02,62,0,27.8,9.1,1004,630
8/18/2022 8:00,2480,1.16,0,52,0,29.3,9.2,1004,783
8/18/2022 8:15,2620,1.15,0,45,0,29.7,9.5,1004,831
8/18/2022 8:30,2600,1.16,0,47,0,29.6,9.3,1004,825
8/18/2022 8:45,2640,1.16,0,48,0,29.5,9.5,1004,835
8/18/2022 9:00,2610,1.15,0,44,0,31.7,9.6,1004,841
8/18/2022 9:15,2610,1.14,0,43,0,32.5,9.9,1004,849
8/18/2022 9:30,2600,1.14,0,40,0,32.4,11.9,1004,845
8/18/2022 9:45,2610,1.14,0,42,0,32.7,11,1004,850
8/18/2022 10:00,2610,1.14,0,36,0,33.9,12.1,1004,859
8/18/2022 10:15,2580,1.13,0,34,0,35,13.7,1003,859
8/18/2022 10:30,2600,1.14,0,34,0,34.3,14,1003,859
8/18/2022 10:45,2580,1.13,0,36,0,35,14.3,1003,859
8/18/2022 11:00,2570,1.13,0,30,0,35.6,14.4,1003,859
8/18/2022 11:15,2510,1.13,0,27,0,36.3,14.7,1002,843
8/18/2022 11:30,2550,1.13,0,27,0,35.6,14.4,1003,852
8/18/2022 11:45,2550,1.13,0,28,0,36,15.3,1002,856
8/18/2022 12:00,2490,1.13,0,26,0,36.7,15.7,1002,842
8/18/2022 12:15,2420,1.13,0,26,0,36.9,16.2,1002,818
8/18/2022 12:30,2400,1.13,0,26,0,36.9,17,1002,810
8/18/2022 12:45,2410,1.13,0,26,0,36.9,16.8,1002,814
8/18/2022 13:00,2370,1.12,0,25,0,37.1,17.4,1002,804
8/18/2022 13:15,2290,1.12,0,25,0,37.1,17.4,1002,774
8/18/2022 13:30,2200,1.12,0,25,0,37.1,17.6,1002,744
8/18/2022 13:45,2360,1.12,0,25,0,37.1,17.9,1002,800
8/18/2022 14:00,2170,1.12,0,25,0,37.1,17.9,1001,735
8/18/2022 14:15,2010,1.12,0,25,0,37,17.6,1001,681
8/18/2022 14:30,1830,1.13,0,25,0,36.7,17.1,1001,618
8/18/2022 14:45,1990,1.12,0,25,0,37.1,17.3,1001,674
8/18/2022 15:00,1830,1.13,0,25,0,36.6,16.9,1001,617
8/18/2022 15:15,1300,1.13,0,28,0,36,17,1001,435
8/18/2022 15:30,1730,1.13,0,27,0,35.7,16.9,1002,577
8/18/2022 15:45,1300,1.13,0,27,0,36.1,17.3,1001,435
8/18/2022 16:00,1200,1.13,0,28,0,35.5,17.3,1002,401
8/18/2022 16:15,909,1.13,0,32,0,34.9,18.2,1002,302
8/18/2022 16:30,985,1.13,0,32,0,34.9,19,1002,327
8/18/2022 16:45,1120,1.14,0,32,0,33.9,18.2,1002,367
8/18/2022 17:00,103,1.14,0,32,0,33.7,21.7,1002,34
8/18/2022 17:15,15.3,1.14,0,36,0,33,22.1,1003,5
8/18/2022 17:30,94.6,1.14,0,35,0,33.4,21.7,1002,31
8/18/2022 17:45,46,1.14,0,35,0,32.9,24.5,1002,15
8/18/2022 18:00,0,1.14,0,38,0,32,25.2,1003,0
8/18/2022 18:15,0,1.15,0,39,0,31.2,25.9,1003,0
8/18/2022 18:30,0,1.15,0,40,0,30.9,25.6,1003,0
8/18/2022 18:45,0,1.15,0,41,0,30.8,26.2,1003,0
8/18/2022 19:00,0,1.15,0,43,0,30.4,26.7,1003,0
8/18/2022 19:15,0,1.16,0,45,0,29.4,24.4,1004,0
8/18/2022 19:30,0,1.15,0,49,0,30.3,24.5,1004,0
8/18/2022 19:45,0,1.15,0,49,0,30.2,25.2,1004,0
8/18/2022 20:00,0,1.16,0,49,0,29,24,1004,0
8/18/2022 20:15,0,1.16,0,55,0,28.5,20.6,1003,0
8/18/2022 20:30,0,1.16,0,54,0,28.4,21.2,1003,0
8/18/2022 20:45,0,1.16,0,55,0,28.6,22.7,1004,0
8/18/2022 21:00,0,1.16,0,55,0,27.8,18.4,1003,0
8/18/2022 21:15,0,1.16,0,59,0,27.2,17,1003,0
8/18/2022 21:30,0,1.16,0,57,0,27.3,18.1,1003,0
8/18/2022 21:45,0,1.16,0,58,0,27.8,17.5,1003,0
8/18/2022 22:00,0,1.17,0,59,0,26.7,15,1003,0
8/18/2022 22:15,0,1.17,0,65,0,25.8,14.8,1003,0
8/18/2022 22:30,0,1.17,0,63,0,25.8,14.6,1003,0
8/18/2022 22:45,0,1.17,0,62,0,26.5,14.5,1003,0
8/18/2022 23:00,0,1.17,0,65,0,25.6,14.1,1003,0
8/18/2022 23:15,0,1.17,0,67,0,24.3,14,1003,0
8/18/2022 23:30,0,1.17,0,66,0,25.2,13.4,1003,0
8/18/2022 23:45,0,1.17,0,70,0,25.4,13.9,1003,0
8/19/2022 0:00,0,1.17,0,72,0,24.3,13.4,1003,0
8/19/2022 0:15,0,1.18,0,74,0,23.7,13,1003,0
8/19/2022 0:30,0,1.18,0,76,0,23.8,13.4,1003,0
8/19/2022 0:45,0,1.17,0,78,0,24.2,13.4,1003,0
8/19/2022 1:00,0,1.18,0,78,0,23.3,12.4,1003,0
8/19/2022 1:15,0,1.18,0,84,0,22.8,11.8,1003,0
8/19/2022 1:30,0,1.18,0,80,0,22.8,10.6,1003,0
8/19/2022 1:45,0,1.18,0,82,0,22.7,11.8,1003,0
8/19/2022 2:00,0,1.18,0,84,0,22.4,10.5,1003,0
8/19/2022 2:15,0,1.18,0,88,0,22.4,10.4,1003,0
8/19/2022 2:30,0,1.18,0,85,0,22.3,9.8,1003,0
8/19/2022 2:45,0,1.18,0,89,0,22.3,9.6,1003,0
8/19/2022 3:00,0,1.18,0,89,0,21.7,9.3,1003,0
8/19/2022 3:15,59.5,1.19,0,90,0,21.7,9.2,1004,18
8/19/2022 3:30,142,1.19,0,91,0,21.4,9.1,1004,43
8/19/2022 3:45,16.5,1.19,0,90,0,21.6,9.1,1003,5
8/19/2022 4:00,142,1.19,0,91,0,21.4,8.9,1004,43
8/19/2022 4:15,1050,1.18,0.02,88,0,22.8,6.3,1004,320
8/19/2022 4:30,1140,1.19,0.01,90,0,21.5,7.7,1004,343
8/19/2022 4:45,313,1.18,0.02,91,0,23,5.7,1004,95
8/19/2022 5:00,1340,1.18,0.02,85,0,23.5,5.4,1004,407
8/19/2022 5:15,1850,1.17,0.02,84,0,24.8,4.7,1004,566
8/19/2022 5:30,1520,1.18,0.02,75,0,23.6,4.6,1004,462
8/19/2022 5:45,1930,1.18,0.02,85,0,24.3,5,1004,587
8/19/2022 6:00,1920,1.17,0.02,72,0,26,3.9,1004,590
8/19/2022 6:15,1910,1.16,0.02,72,0,27.8,5.3,1004,598
8/19/2022 6:30,1900,1.16,0.02,67,0,27.1,5.5,1004,590
8/19/2022 6:45,1980,1.16,0.02,65,0,27.5,5,1004,616
8/19/2022 7:00,2270,1.16,0,59,0,28.1,6.9,1004,710
8/19/2022 7:15,2460,1.15,0,52,0,30.2,10,1004,782
8/19/2022 7:30,2370,1.15,0,52,0,29.8,7.3,1004,753
8/19/2022 7:45,2400,1.15,0,56,0,30.2,7.7,1004,763
8/19/2022 8:00,2500,1.15,0,47,0,30.5,10.5,1004,799
8/19/2022 8:15,2500,1.15,0,47,0,31.8,11.2,1004,806
8/19/2022 8:30,2470,1.14,0,45,0,32.5,12.6,1004,803
8/19/2022 8:45,2510,1.15,0,47,0,31.6,11,1004,810
8/19/2022 9:00,2560,1.14,0,39,0,32.6,14,1004,832
8/19/2022 9:15,2600,1.14,0,38,0,32.8,15.2,1004,846
8/19/2022 9:30,2560,1.14,0,34,0,33.1,14.1,1004,838
8/19/2022 9:45,2560,1.14,0,34,0,33.2,15.2,1004,837
8/19/2022 10:00,2580,1.14,0,32,0,34.5,16.7,1004,852
8/19/2022 10:15,2570,1.14,0,29,0,34.8,18.6,1004,851
8/19/2022 10:30,2560,1.13,0,31,0,35.1,18.3,1004,851
8/19/2022 10:45,2550,1.13,0,31,0,35.7,18.4,1003,852
8/19/2022 11:00,2540,1.13,0,28,0,35.8,19,1003,851
8/19/2022 11:15,2530,1.13,0,26,0,36,19.3,1003,847
8/19/2022 11:30,2500,1.13,0,26,0,36.2,19.7,1003,841
8/19/2022 11:45,2530,1.13,0,27,0,36.2,19.1,1003,850
8/19/2022 12:00,2480,1.13,0,25,0,36.7,19.7,1003,836
8/19/2022 12:15,2460,1.13,0,25,0,36.8,19.7,1003,832
8/19/2022 12:30,2440,1.13,0,25,0,36.9,19.7,1003,826
8/19/2022 12:45,2460,1.13,0,24,0,36.9,19.8,1002,830
8/19/2022 13:00,2360,1.12,0,23,0,37.1,19.8,1002,800
8/19/2022 13:15,2220,1.12,0,23,0,37.1,19.8,1002,751
8/19/2022 13:30,2190,1.12,0,23,0,37.1,19.4,1002,742
8/19/2022 13:45,2290,1.12,0,23,0,37.1,19.4,1002,774
8/19/2022 14:00,2170,1.12,0,22,0,37.1,19.3,1002,735
8/19/2022 14:15,1890,1.13,0,23,0,36.8,19.3,1002,638
8/19/2022 14:30,1940,1.13,0,23,0,36.8,19.3,1002,654
8/19/2022 14:45,2140,1.13,0,23,0,36.9,19.3,1002,722
8/19/2022 15:00,1840,1.13,0,23,0,36.6,19.3,1002,619
8/19/2022 15:15,1350,1.13,0,24,0,36.3,19.1,1002,454
8/19/2022 15:30,1480,1.13,0,24,0,36.4,19.3,1002,497
8/19/2022 15:45,1290,1.13,0,25,0,36.2,18.7,1002,434
8/19/2022 16:00,1210,1.13,0,26,0,35.4,18.6,1002,403
8/19/2022 16:15,903,1.14,0,27,0,34.2,18.3,1002,298
8/19/2022 16:30,431,1.13,0,30,0,34.8,18.3,1002,143
8/19/2022 16:45,704,1.13,0,27,0,34.5,18.6,1002,233
8/19/2022 17:00,104,1.14,0,31,0,33.7,18.1,1002,34
8/19/2022 17:15,46,1.14,0,32,0,32.9,18.2,1003,15
8/19/2022 17:30,82.5,1.14,0,35,0,33.3,18.3,1002,27
8/19/2022 17:45,12.2,1.14,0,36,0,33.3,18.9,1003,4
8/19/2022 18:00,0,1.14,0,36,0,32.3,19.5,1003,0
8/19/2022 18:15,0,1.15,0,39,0,31.1,19.5,1003,0
8/19/2022 18:30,0,1.14,0,40,0,32.1,20,1003,0
8/19/2022 18:45,0,1.14,0,38,0,32,20.3,1003,0
8/19/2022 19:00,0,1.15,0,42,0,30.9,20.8,1003,0
8/19/2022 19:15,0,1.15,0,48,0,30.6,20.2,1003,0
8/19/2022 19:30,0,1.15,0,44,0,30.2,19.7,1004,0
8/19/2022 19:45,0,1.15,0,43,0,30.8,20.6,1004,0
8/19/2022 20:00,0,1.16,0,48,0,29.6,19.4,1004,0
8/19/2022 20:15,0,1.16,0,51,0,29,17.2,1004,0
8/19/2022 20:30,0,1.16,0,52,0,29,17.2,1004,0
8/19/2022 20:45,0,1.16,0,50,0,28.8,17.3,1004,0
8/19/2022 21:00,0,1.16,0,53,0,28.5,17.1,1004,0
8/19/2022 21:15,0,1.16,0,58,0,27.9,16.2,1004,0
8/19/2022 21:30,0,1.16,0,58,0,27.6,15,1004,0
8/19/2022 21:45,0,1.16,0,58,0,28.2,16.9,1004,0
8/19/2022 22:00,0,1.16,0,58,0,27.3,12.6,1004,0
8/19/2022 22:15,0,1.17,0,64,0,27,13,1004,0
8/19/2022 22:30,0,1.16,0,64,0,27,12.7,1003,0
8/19/2022 22:45,0,1.17,0,59,0,26.3,12.9,1004,0
8/19/2022 23:00,0,1.17,0,64,0,26.2,13.4,1003,0
8/19/2022 23:15,0,1.17,0,69,0,26,13.5,1003,0
8/19/2022 23:30,0,1.17,0,68,0,25.8,13.4,1003,0
8/19/2022 23:45,0,1.17,0,66,0,25.8,13.7,1003,0
8/20/2022 0:00,0,1.17,0,70,0,25.2,13.7,1003,0
8/20/2022 0:15,0,1.17,0,74,0,25.2,14.1,1003,0
8/20/2022 0:30,0,1.17,0,72,0,24.5,13.9,1003,0
8/20/2022 0:45,0,1.17,0,77,0,24.6,14,1003,0
8/20/2022 1:00,0,1.17,0,77,0,24.3,14.1,1003,0
8/20/2022 1:15,0,1.18,0.01,78,0,23.6,13,1003,0
8/20/2022 1:30,0,1.18,0.01,80,0,23.5,13.3,1003,0
8/20/2022 1:45,0,1.18,0.01,80,0,23.9,13.2,1003,0
8/20/2022 2:00,0,1.18,0.01,84,0,23.5,12.7,1003,0
8/20/2022 2:15,0,1.18,0.05,89,0,23,12.6,1003,0
8/20/2022 2:30,0,1.18,0.04,88,0,23.1,12.6,1003,0
8/20/2022 2:45,0,1.18,0.03,90,0,22.9,12.6,1003,0
8/20/2022 3:00,0,1.18,0.05,90,0,22.9,12.5,1003,0
8/20/2022 3:15,36.3,1.18,0.2,91,0,22.8,12.5,1004,11
8/20/2022 3:30,75.8,1.18,0.2,93,0,22.8,11.1,1004,23
8/20/2022 3:45,52.7,1.18,0.1,92,0,22.8,10.5,1004,16
8/20/2022 4:00,105,1.18,0.22,94,0,22.7,10.5,1004,32
8/20/2022 4:15,485,1.18,0.27,90,0,23.4,10.2,1004,152
8/20/2022 4:30,829,1.18,0.24,92,0,23.8,9.4,1004,257
8/20/2022 4:45,127,1.17,0.27,93,0,24.6,10.4,1004,40
8/20/2022 5:00,1050,1.17,0.35,88,0,24.7,8.7,1004,344
8/20/2022 5:15,1590,1.17,0.15,88,0,25.7,8.6,1004,489
8/20/2022 5:30,1240,1.17,0.16,86,0,25.4,7.3,1005,381
8/20/2022 5:45,1650,1.17,0.18,87,0,26.3,8,1005,509
8/20/2022 6:00,1680,1.17,0.05,76,0,26.9,7.2,1005,521
8/20/2022 6:15,1860,1.16,0.02,69,0,28.3,7.8,1004,582
8/20/2022 6:30,1990,1.16,0.05,65,0,27.6,7.6,1005,619
8/20/2022 6:45,1970,1.16,0.05,64,0,28.5,8.3,1005,618
8/20/2022 7:00,2200,1.16,0,62,0,29.1,8.8,1004,695
8/20/2022 7:15,2410,1.15,0,50,0,31.5,9.6,1004,776
8/20/2022 7:30,2390,1.15,0,57,0,31.2,9.8,1004,767
8/20/2022 7:45,2480,1.16,0,60,0,29.3,9.8,1004,783
8/20/2022 8:00,2430,1.15,0,49,0,31.8,10.2,1004,784
8/20/2022 8:15,2490,1.15,0,48,0,31.8,11,1004,803
8/20/2022 8:30,2420,1.14,0,47,0,32.8,10.4,1004,787
8/20/2022 8:45,2440,1.14,0,41,0,33.4,10.3,1004,798
8/20/2022 9:00,2490,1.14,0,39,0,34.4,11.8,1004,822
8/20/2022 9:15,2500,1.13,0,35,0,35.6,12.1,1004,836
8/20/2022 9:30,2480,1.13,0,35,0,35.3,12.6,1004,827
8/20/2022 9:45,2470,1.13,0,37,0,36.3,12.1,1004,831
8/20/2022 10:00,2500,1.13,0,33,0,36.5,12.8,1004,840
8/20/2022 10:15,2460,1.13,0,30,0,37.2,15.7,1004,834
8/20/2022 10:30,2450,1.13,0,31,0,37.6,14.2,1004,832
8/20/2022 10:45,2470,1.13,0,33,0,37.5,15,1004,839
8/20/2022 11:00,2430,1.12,0,28,0,38,15.9,1004,830
8/20/2022 11:15,2240,1.12,0.01,25,0,38.3,17.5,1004,768
8/20/2022 11:30,2280,1.12,0.06,28,0,38.2,17.9,1003,779
8/20/2022 11:45,2400,1.12,0.04,27,0,38.3,17.2,1003,822
8/20/2022 12:00,2220,1.12,0.06,24,0,38.8,18.5,1003,762
8/20/2022 12:15,2200,1.12,0.07,23,0,38.9,19.5,1003,758
8/20/2022 12:30,2190,1.12,0.07,24,0,38.8,20.1,1003,754
8/20/2022 12:45,2180,1.12,0.07,23,0,38.9,20,1003,749
8/20/2022 13:00,2140,1.12,0.07,22,0,39,20.1,1003,737
8/20/2022 13:15,2140,1.12,0.07,22,0,38.9,21.2,1003,735
8/20/2022 13:30,1970,1.12,0.07,22,0,38.8,21.1,1003,677
8/20/2022 13:45,2040,1.12,0.06,22,0,38.9,20.1,1003,701
8/20/2022 14:00,1930,1.12,0.05,22,0,38.8,21.4,1003,664
8/20/2022 14:15,1870,1.12,0.05,23,0,38.2,22.8,1003,640
8/20/2022 14:30,1560,1.12,0.05,23,0,38.7,22.3,1003,535
8/20/2022 14:45,1880,1.12,0.04,23,0,38.4,22.7,1003,644
8/20/2022 15:00,1490,1.12,0.03,23,0,38.1,23.4,1003,508
8/20/2022 15:15,1360,1.12,0.03,25,0,37.7,24.3,1003,462
8/20/2022 15:30,1330,1.13,0.02,24,0,36.8,25,1003,448
8/20/2022 15:45,1440,1.13,0.03,26,0,36.9,24.4,1003,488
8/20/2022 16:00,1030,1.13,0.01,29,0,36.5,25.4,1002,348
8/20/2022 16:15,936,1.13,0.01,35,0,35.4,25.4,1003,312
8/20/2022 16:30,697,1.13,0.01,30,0,35.7,25.6,1003,233
8/20/2022 16:45,587,1.13,0.01,32,0,35.5,26.1,1003,196
8/20/2022 17:00,73,1.14,0.01,37,0,33.9,27.1,1003,24
8/20/2022 17:15,30.6,1.14,0.01,38,0,33.2,25.8,1004,10
8/20/2022 17:30,36.9,1.14,0.01,39,0,32.5,27.1,1004,12
8/20/2022 17:45,61.1,1.14,0.01,42,0,33.4,25.9,1004,20
8/20/2022 18:00,0,1.15,0,44,0,31.9,25.7,1004,0
8/20/2022 18:15,0,1.15,0,46,0,31.6,24.8,1004,0
8/20/2022 18:30,0,1.15,0,48,0,30.5,24.2,1005,0
8/20/2022 18:45,0,1.15,0,45,0,30.6,23.9,1004,0
8/20/2022 19:00,0,1.15,0,48,0,30.3,23.4,1005,0
8/20/2022 19:15,0,1.16,0,52,0,29.2,22.8,1005,0
8/20/2022 19:30,0,1.16,0,49,0,29.8,21.8,1005,0
8/20/2022 19:45,0,1.16,0,49,0,29.4,23.2,1005,0
8/20/2022 20:00,0,1.16,0,53,0,28.9,21.7,1005,0
8/20/2022 20:15,0,1.16,0,54,0,28.2,19.8,1005,0
8/20/2022 20:30,0,1.16,0,55,0,28.8,20.3,1005,0
8/20/2022 20:45,0,1.16,0,58,0,27.8,20,1005,0
8/20/2022 21:00,0,1.16,0,58,0,27.6,19.6,1005,0
8/20/2022 21:15,0,1.17,0,61,0,27.2,14.3,1005,0
8/20/2022 21:30,0,1.17,0,59,0,26.5,18.2,1004,0
8/20/2022 21:45,0,1.17,0,59,0,26.6,15.2,1005,0
8/20/2022 22:00,0,1.17,0,63,0,26.5,12.2,1004,0
8/20/2022 22:15,0,1.17,0,64,0,26,11.6,1004,0
8/20/2022 22:30,0,1.17,0,65,0,26.4,9.9,1004,0
8/20/2022 22:45,0,1.17,0,69,0,25.7,10.1,1004,0
8/20/2022 23:00,0,1.17,0,69,0,25.6,8.7,1004,0
8/20/2022 23:15,0,1.17,0,72,0,24.6,8.2,1004,0
8/20/2022 23:30,0,1.17,0,72,0,25.2,8.7,1004,0
8/20/2022 23:45,0,1.17,0,70,0,25.2,7.7,1004,0
8/21/2022 0:00,0,1.17,0,74,0,24.6,7.7,1004,0
8/21/2022 0:15,0,1.18,0,76,0,24.3,8,1004,0
8/21/2022 0:30,0,1.17,0,77,0,24.2,7.8,1003,0
8/21/2022 0:45,0,1.18,0,78,0,23.9,8,1003,0
8/21/2022 1:00,0,1.18,0,78,0,23.8,8.4,1003,0
8/21/2022 1:15,0,1.18,0,79,0,23.5,8.4,1003,0
8/21/2022 1:30,0,1.18,0,79,0,23.5,8.3,1003,0
8/21/2022 1:45,0,1.18,0,80,0,23.4,8.4,1003,0
8/21/2022 2:00,0,1.18,0,81,0,23.2,8.3,1003,0
8/21/2022 2:15,0,1.18,0,84,0,22.7,7.8,1003,0
8/21/2022 2:30,0,1.18,0,85,0,23,8.1,1003,0
8/21/2022 2:45,0,1.18,0,82,0,22.4,7.4,1003,0
8/21/2022 3:00,0,1.18,0,85,0,22.3,7.2,1003,0
8/21/2022 3:15,49.6,1.18,0,87,0,22,6.5,1004,15
8/21/2022 3:30,103,1.19,0,86,0,21.8,6.3,1004,31
8/21/2022 3:45,113,1.19,0,86,0,21.9,6.9,1004,34
8/21/2022 4:00,146,1.19,0,87,0,21.8,6.2,1004,44
8/21/2022 4:15,433,1.18,0,87,0,22.3,6.2,1004,131
8/21/2022 4:30,1190,1.19,0,76,0,21.9,6.4,1004,358
8/21/2022 4:45,851,1.18,0,78,0,22.1,6.4,1004,257
8/21/2022 5:00,1350,1.18,0,74,0,24.3,6.5,1004,409
8/21/2022 5:15,1750,1.17,0,67,0,26.7,6.9,1004,542
8/21/2022 5:30,1470,1.16,0,67,0,27.1,7,1004,457
8/21/2022 5:45,1710,1.17,0,68,0,25.7,6.5,1004,524
8/21/2022 6:00,2000,1.16,0,55,0,27.7,7,1004,622
8/21/2022 6:15,2240,1.16,0,55,0,29,7.1,1004,707
8/21/2022 6:30,2130,1.15,0,55,0,29.6,8.8,1004,673
8/21/2022 6:45,2170,1.16,0,51,0,29.4,10.8,1004,686
8/21/2022 7:00,2320,1.15,0,43,0,30.6,10.8,1004,740
8/21/2022 7:15,2350,1.14,0,37,0,32.3,11.5,1004,763
8/21/2022 7:30,2480,1.15,0,37,0,31,11.7,1004,795
8/21/2022 7:45,2330,1.14,0,36,0,32.4,13.1,1004,755
8/21/2022 8:00,2470,1.14,0,35,0,32.7,13.4,1004,804
8/21/2022 8:15,2520,1.14,0,33,0,33.3,14,1004,823
8/21/2022 8:30,2460,1.14,0,34,0,34.3,14.9,1004,811
8/21/2022 8:45,2550,1.14,0,35,0,34,14.4,1004,838
8/21/2022 9:00,2540,1.14,0,29,0,34.5,16.1,1004,840
8/21/2022 9:15,2560,1.14,0,26,0,34.6,16.6,1004,847
8/21/2022 9:30,2520,1.13,0,28,0,35.5,16.9,1003,842
8/21/2022 9:45,2570,1.13,0,26,0,35.1,16.8,1004,853
8/21/2022 10:00,2550,1.13,0,25,0,35.9,17.1,1003,855
8/21/2022 10:15,2550,1.13,0,24,0,36.3,17.8,1003,855
8/21/2022 10:30,2540,1.13,0,23,0,36.6,17.8,1003,855
8/21/2022 10:45,2540,1.13,0,25,0,36.4,18.2,1003,855
8/21/2022 11:00,2530,1.13,0,22,0,36.9,18.2,1003,855
8/21/2022 11:15,2480,1.13,0,22,0,37.2,18.3,1003,841
8/21/2022 11:30,2500,1.12,0,22,0,37.5,18.4,1003,850
8/21/2022 11:45,2470,1.12,0,22,0,37.4,18.3,1002,839
8/21/2022 12:00,2460,1.12,0,21,0,37.5,18.5,1002,837
8/21/2022 12:15,2430,1.12,0,21,0,37.7,18.5,1002,825
8/21/2022 12:30,2410,1.12,0,21,0,37.6,18.5,1002,818
8/21/2022 12:45,2450,1.12,0,21,0,37.6,18.5,1002,833
8/21/2022 13:00,2350,1.12,0,20,0,37.7,18.4,1002,800
8/21/2022 13:15,2180,1.12,0,20,0,37.6,18.4,1002,741
8/21/2022 13:30,2290,1.12,0,20,0,37.7,18,1002,779
8/21/2022 13:45,2190,1.12,0,20,0,37.7,18,1002,746
8/21/2022 14:00,2150,1.12,0,20,0,37.5,17.9,1001,731
8/21/2022 14:15,2130,1.12,0,21,0,37.2,17.8,1001,723
8/21/2022 14:30,2160,1.12,0,22,0,37,17.9,1001,731
8/21/2022 14:45,1940,1.12,0,22,0,36.9,17.7,1001,656
8/21/2022 15:00,1810,1.12,0,22,0,36.9,17.7,1001,610
8/21/2022 15:15,1520,1.13,0,25,0,36,17.7,1001,508
8/21/2022 15:30,1590,1.13,0,23,0,36.4,17.7,1001,535
8/21/2022 15:45,1440,1.13,0,23,0,35.8,17.7,1001,480
8/21/2022 16:00,1180,1.13,0,25,0,35.8,17.7,1002,393
8/21/2022 16:15,1020,1.13,0,27,0,35.4,18.4,1002,339
8/21/2022 16:30,893,1.13,0,27,0,34.4,20.1,1002,295
8/21/2022 16:45,90.7,1.13,0,29,0,34.6,19.1,1002,30
8/21/2022 17:00,73.1,1.14,0,29,0,33.8,20.1,1002,24
8/21/2022 17:15,73.3,1.14,0,34,0,33.5,21.1,1002,24
8/21/2022 17:30,73.1,1.14,0,31,0,33.8,23,1002,24
8/21/2022 17:45,52.2,1.14,0,35,0,32.9,22.8,1002,17
8/21/2022 18:00,0,1.14,0,35,0,32.1,23.5,1002,0
8/21/2022 18:15,0,1.15,0,40,0,30.6,23.4,1003,0
8/21/2022 18:30,0,1.14,0,37,0,31.7,23.4,1002,0
8/21/2022 18:45,0,1.15,0,39,0,31.5,23.1,1003,0
8/21/2022 19:00,0,1.15,0,40,0,30.6,22.9,1003,0
8/21/2022 19:15,0,1.15,0,46,0,30.4,20.8,1003,0
8/21/2022 19:30,0,1.15,0,46,0,30.6,20.2,1003,0
8/21/2022 19:45,0,1.15,0,46,0,29.7,22.1,1003,0
8/21/2022 20:00,0,1.16,0,46,0,29.3,20.2,1003,0
8/21/2022 20:15,0,1.16,0,48,0,28.3,19.8,1003,0
8/21/2022 20:30,0,1.16,0,47,0,28.1,20.1,1003,0
8/21/2022 20:45,0,1.16,0,51,0,29.2,19.6,1003,0
8/21/2022 21:00,0,1.16,0,51,0,28,18.8,1003,0
8/21/2022 21:15,0,1.16,0,52,0,27.8,16.7,1003,0
8/21/2022 21:30,0,1.16,0,55,0,27.9,17,1003,0
8/21/2022 21:45,0,1.16,0,54,0,27.4,18.4,1003,0
8/21/2022 22:00,0,1.16,0,57,0,26.8,15.5,1003,0
8/21/2022 22:15,0,1.17,0,62,0,26,15.6,1003,0
8/21/2022 22:30,0,1.17,0,58,0,25.9,15.5,1003,0
8/21/2022 22:45,0,1.17,0,62,0,25.9,15.5,1003,0
8/21/2022 23:00,0,1.17,0,63,0,25.8,15.6,1003,0
8/21/2022 23:15,0,1.17,0,69,0,25.6,15.3,1003,0
8/21/2022 23:30,0,1.17,0,70,0,25.5,15.6,1003,0
8/21/2022 23:45,0,1.17,0,69,0,24.9,15.3,1003,0
8/22/2022 0:00,0,1.17,0,70,0,24.8,15.1,1003,0
8/22/2022 0:15,0,1.17,0,74,0,24.6,14.7,1004,0
8/22/2022 0:30,0,1.18,0,74,0,24,15,1004,0
8/22/2022 0:45,0,1.18,0,76,0,24.2,14.9,1004,0
8/22/2022 1:00,0,1.18,0,76,0,23.9,14,1004,0
8/22/2022 1:15,0,1.18,0,77,0,23.6,11.8,1004,0
8/22/2022 1:30,0,1.18,0,77,0,23.7,12.8,1004,0
8/22/2022 1:45,0,1.18,0,79,0,23.8,12.2,1004,0
8/22/2022 2:00,0,1.18,0,80,0,23.6,11.5,1004,0
8/22/2022 2:15,0,1.18,0,80,0,23.6,9.8,1004,0
8/22/2022 2:30,0,1.18,0,80,0,23.7,11.4,1004,0
8/22/2022 2:45,0,1.18,0,80,0,23.7,10.2,1004,0
8/22/2022 3:00,0,1.18,0,80,0,23.7,9.4,1004,0
8/22/2022 3:15,29.7,1.18,0.01,82,0,23.5,7.9,1004,9
8/22/2022 3:30,88.9,1.18,0.01,81,0,23.7,8.3,1004,27
